cluster_id,risk_score,risk_level,false_alarm_indicator,classification_label,alert_priority,recommended_action,nearest_station_name,station_distance_km,station_available,alert_rationale
470,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),1.11,True,Low Risk Index representing routine thermal baseline.
471,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),0.41,True,Low Risk Index representing routine thermal baseline.
472,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),37.68,True,Low Risk Index representing routine thermal baseline.
473,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),19.12,True,Low Risk Index representing routine thermal baseline.
474,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
475,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Erode District Fire Station,16.93,True,Low Risk Index representing routine thermal baseline.
476,27.0,LOW,LOW,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
477,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Ballari Fire Station,10.44,True,Low Risk Index representing routine thermal baseline.
478,6.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Rajiv Gandhi International Airport ARFF Main Station,25.35,True,Low Risk Index representing routine thermal baseline.
479,56.0,MEDIUM,LOW,Industrial-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,Moderate thermal risk context (Industrial-context thermal event). Operational review recommended.
480,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
481,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Sattur Fire Station,15.24,True,Low Risk Index representing routine thermal baseline.
482,13.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
483,10.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
484,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Madurai Airport Fire Station,27.43,True,Low Risk Index representing routine thermal baseline.
485,16.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,"Firea and Rescue Station, Nedumkandam",24.75,True,Low Risk Index representing routine thermal baseline.
486,27.2,LOW,MEDIUM,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,"Firea and Rescue Station, Nedumkandam",30.65,True,Low Risk Index representing routine thermal baseline.
487,16.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),30.71,True,Low Risk Index representing routine thermal baseline.
488,26.0,LOW,LOW,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Koothanallur Fire  Station,37.38,True,Low Risk Index representing routine thermal baseline.
489,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Kallakurichi Fire Station,27.92,True,Low Risk Index representing routine thermal baseline.
490,27.2,LOW,MEDIUM,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Kallakurichi Fire Station,37.14,True,Low Risk Index representing routine thermal baseline.
491,45.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Tirumala Fire Station (33.9 km away).,Tirumala Fire Station,33.87,True,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
492,38.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Fire station (unnamed) (37.8 km away).,Fire station (unnamed),37.84,True,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
493,16.0,LOW,HIGH,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),36.39,True,Low Risk Index representing routine thermal baseline.
494,32.3,MEDIUM,MEDIUM,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Tirumala Fire Station (42.0 km away).,Tirumala Fire Station,41.97,True,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
495,27.2,LOW,MEDIUM,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),46.57,True,Low Risk Index representing routine thermal baseline.
496,32.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
497,16.0,LOW,HIGH,Industrial-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
498,22.1,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire Station,42.88,True,Low Risk Index representing routine thermal baseline.
499,38.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
500,27.2,LOW,MEDIUM,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
501,41.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
502,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
503,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),45.8,True,Low Risk Index representing routine thermal baseline.
504,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),29.39,True,Low Risk Index representing routine thermal baseline.
505,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),27.3,True,Low Risk Index representing routine thermal baseline.
506,32.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Fire station (unnamed) (35.5 km away).,Fire station (unnamed),35.51,True,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
507,32.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Fire Station (47.6 km away).,Fire Station,47.61,True,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
508,16.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),15.83,True,Low Risk Index representing routine thermal baseline.
509,13.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),16.55,True,Low Risk Index representing routine thermal baseline.
510,61.0,HIGH,LOW,Agricultural-context thermal event,HIGH PRIORITY ALERT,Dispatch priority ground verification unit from the nearest operational fire service. Closest verified fire station: Fire station (unnamed) (40.6 km away).,Fire station (unnamed),40.63,True,High Risk Index (61.0) combined with high evidence reliability (Low False-Alarm Concern).
511,27.2,LOW,MEDIUM,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),37.78,True,Low Risk Index representing routine thermal baseline.
512,32.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Fire station (unnamed) (49.3 km away).,Fire station (unnamed),49.26,True,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
513,46.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation.; no verified fire station identified within the search radius -- nearest district fire service should be contacted,No fire station within 50 km,inf,False,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
514,46.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Fire station (unnamed) (32.9 km away).,Fire station (unnamed),32.85,True,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
515,16.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),31.27,True,Low Risk Index representing routine thermal baseline.
516,10.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Golaghat Fire Brigade,47.17,True,Low Risk Index representing routine thermal baseline.
517,41.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Airport Fire Station (18.5 km away).,Airport Fire Station,18.52,True,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
518,27.2,LOW,MEDIUM,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Airport Fire Station,14.1,True,Low Risk Index representing routine thermal baseline.
519,27.2,LOW,MEDIUM,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Airport Fire Station,40.13,True,Low Risk Index representing routine thermal baseline.
520,26.0,LOW,LOW,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,Surandai Fire Station,21.05,True,Low Risk Index representing routine thermal baseline.
521,22.1,LOW,MEDIUM,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
522,19.0,LOW,HIGH,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Sattur Fire Station,16.55,True,Low Risk Index representing routine thermal baseline.
523,32.3,MEDIUM,MEDIUM,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Fire station (unnamed) (30.6 km away).,Fire station (unnamed),30.62,True,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
524,27.2,LOW,MEDIUM,Agricultural-context thermal event,NO ALERT,Routine baseline monitoring.,Fire station (unnamed),7.08,True,Low Risk Index representing routine thermal baseline.
525,9.0,LOW,HIGH,Unknown / Insufficient Evidence,NO ALERT,Routine baseline monitoring.,No fire station within 50 km,inf,False,Low Risk Index representing routine thermal baseline.
526,32.3,MEDIUM,MEDIUM,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Fire station (unnamed) (17.5 km away).,Fire station (unnamed),17.51,True,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
527,45.0,MEDIUM,LOW,Agricultural-context thermal event,MONITOR / REVIEW,Monitor thermal activity for escalation. Closest verified fire station: Fire station (unnamed) (30.2 km away).,Fire station (unnamed),30.18,True,Moderate thermal risk context (Agricultural-context thermal event). Operational review recommended.
