cluster_id,classification_label,classification_score,classification_rationale,active_days,persistence_category,max_bright_ti4,bt_diff_max,max_frp,movement_status,total_movement_distance_km,osm_facility_type,osm_facility_name,osm_distance_km,osm_query_status,land_cover_class,satellite_image_available,predicted_landcover_class,prediction_confidence,observation_status
576,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,330.0,31.57,1.41,INSUFFICIENT_DATA,0.0,plant,none,0.027,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 88.4%, threshold: 30.0%)"
577,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,308.83,17.69,4.17,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 47.5%, threshold: 30.0%)"
578,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN",1,isolated,306.89,15.26,4.96,INSUFFICIENT_DATA,0.0,industrial,none,0.502,found,UNKNOWN,True,HerbaceousVegetation,0.9874,Satellite CNN prediction: HerbaceousVegetation (confidence: 0.99)
579,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN",1,isolated,308.55,19.73,3.01,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,True,AnnualCrop,0.3085,Satellite CNN prediction: AnnualCrop (confidence: 0.31)
580,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,310.86,19.42,1.77,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 38.3%, threshold: 30.0%)"
581,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=2)
- minor localized plot displacement
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,330.24,32.73,4.55,STATIONARY,0.252,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 85.7%, threshold: 30.0%)"
582,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,304.41,22.76,1.61,INSUFFICIENT_DATA,0.0,industrial,Rourkela Steel Plant,1.094,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 93.1%, threshold: 30.0%)"
583,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,305.07,31.36,1.0,INSUFFICIENT_DATA,0.0,plant,none,0.921,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 93.1%, threshold: 30.0%)"
584,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,308.2,17.11,1.35,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 35.6%, threshold: 30.0%)"
585,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,306.21,14.64,1.26,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 35.6%, threshold: 30.0%)"
586,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,309.62,18.11,1.55,INSUFFICIENT_DATA,0.0,industrial,none,0.244,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 35.6%, threshold: 30.0%)"
587,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,305.81,14.86,1.51,INSUFFICIENT_DATA,0.0,industrial,none,1.187,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 35.6%, threshold: 30.0%)"
588,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,313.13,21.85,2.1,INSUFFICIENT_DATA,0.0,industrial,none,1.533,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 35.6%, threshold: 30.0%)"
589,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=2)
- minor localized plot displacement
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,315.89,24.69,2.47,STATIONARY,0.232,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 35.6%, threshold: 30.0%)"
590,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,308.54,16.95,1.38,INSUFFICIENT_DATA,0.0,brickyard,none,1.408,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 35.6%, threshold: 30.0%)"
591,Industrial-context thermal event,0.65,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=2)
- activity is spatially stationary (displacement=0.12 km)
- industrial facility detected nearby (mine at 0.72 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,319.06,26.9,1.98,STATIONARY,0.116,mine,West Bokaro Coal Mine,0.72,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 35.6%, threshold: 30.0%)"
592,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,308.01,15.43,2.07,INSUFFICIENT_DATA,0.0,industrial,none,0.67,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 35.6%, threshold: 30.0%)"
593,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,307.63,15.07,1.5,INSUFFICIENT_DATA,0.0,brickyard,none,1.327,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 35.6%, threshold: 30.0%)"
594,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN",1,isolated,309.16,17.17,3.66,INSUFFICIENT_DATA,0.0,works,UltraTech Cement Ltd Factory,0.2,found,UNKNOWN,True,AnnualCrop,0.4257,Satellite CNN prediction: AnnualCrop (confidence: 0.43)
595,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN",1,isolated,309.08,17.23,3.9,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,True,SeaLake,0.8779,Satellite CNN prediction: SeaLake (confidence: 0.88)
596,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=2)
- moderate thermal power typical of crop burning (max_frp=10.8 MW)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,347.58,54.94,10.75,MOVING,0.67,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 47.8%, threshold: 30.0%)"
597,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,303.22,19.31,1.49,INSUFFICIENT_DATA,0.0,plant,none,1.896,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 47.8%, threshold: 30.0%)"
598,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,322.37,29.93,4.47,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 46.7%, threshold: 30.0%)"
599,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,305.26,16.67,0.76,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 38.1%, threshold: 30.0%)"
600,Industrial-context thermal event,0.65,"Industrial-context thermal event
Supporting evidence:
- activity is recurring (active_days=2)
- activity is spatially stationary (displacement=0.22 km)
- industrial facility detected nearby (plant at 1.14 km)
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,298.76,15.37,1.31,STATIONARY,0.217,plant,none,1.142,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 86.9%, threshold: 30.0%)"
601,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,296.61,30.47,0.26,INSUFFICIENT_DATA,0.0,industrial,TPP Aditya Cement Works UltraTech Cement Works,0.169,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 84.8%, threshold: 30.0%)"
602,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=2)
- minor localized plot displacement
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",2,short_lived_repeated,304.59,16.57,1.13,STATIONARY,0.084,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 77.8%, threshold: 30.0%)"
603,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,310.02,20.95,0.93,INSUFFICIENT_DATA,0.0,industrial,none,1.941,found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 47.8%, threshold: 30.0%)"
604,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,307.91,19.08,1.1,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 47.8%, threshold: 30.0%)"
605,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,302.96,21.03,0.97,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 47.8%, threshold: 30.0%)"
606,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=1)
- moderate thermal power typical of crop burning (max_frp=8.5 MW)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,337.86,48.45,8.53,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 35.8%, threshold: 30.0%)"
607,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=1)
- moderate thermal power typical of crop burning (max_frp=6.2 MW)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN",1,isolated,331.18,29.79,6.21,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,True,Pasture,0.2297,Satellite CNN prediction: Pasture (confidence: 0.23)
608,Unknown / Insufficient Evidence,0.0,"Unknown / Insufficient Evidence
Supporting evidence:
- insufficient or conflicting physical & contextual evidence
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN",1,isolated,329.71,27.69,4.04,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,True,SeaLake,0.3805,Satellite CNN prediction: SeaLake (confidence: 0.38)
609,Forest/Natural-context thermal event,0.55,"Forest/Natural-context thermal event
Supporting evidence:
- active spatial displacement observed (movement=1.53 km)
- multi-day active fire duration
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN",3,short_lived_repeated,331.77,27.69,13.11,MOVING,1.53,none,none,inf,not_found,UNKNOWN,True,SeaLake,0.3227,Satellite CNN prediction: SeaLake (confidence: 0.32)
610,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=1)
- moderate thermal power typical of crop burning (max_frp=12.4 MW)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN
- satellite observation unavailable/obscured",1,isolated,347.03,43.79,12.38,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,False,UNKNOWN,,"Sentinel-2 observation available but obscured by cloud cover (best: 58.8%, threshold: 30.0%)"
611,Agricultural-context thermal event,0.55,"Agricultural-context thermal event
Supporting evidence:
- short-lived transient activity (active_days=1)
- moderate thermal power typical of crop burning (max_frp=16.3 MW)
- OSM industrial context is UNKNOWN
- land-cover context is UNKNOWN",1,isolated,353.84,62.08,16.26,INSUFFICIENT_DATA,0.0,none,none,inf,not_found,UNKNOWN,True,SeaLake,0.8889,Satellite CNN prediction: SeaLake (confidence: 0.89)
